Time,[Altitude (Baro-Ft-AGL)]
0.54,44.752
0.54125,44.752
0.5425,44.752
0.54375,44.752
0.545,49.2944
0.54625,49.2944
0.5475,49.2944
0.54875,49.2944
0.55,49.2944
0.55125,49.2944
0.5525,49.2944
0.55375,49.2944
0.555,49.2944
0.55625,49.2944
0.5575,49.2944
0.55875,49.2944
0.56,49.2944
0.56125,49.2944
0.5625,49.2944
0.56375,49.2944
0.565,49.2944
0.56625,49.2944
0.5675,49.2944
0.56875,49.2944
0.57,49.2944
0.57125,49.2944
0.5725,49.2944
0.57375,49.2944
0.575,49.2944
0.57625,49.2944
0.5775,49.2944
0.57875,49.2944
0.58,49.2944
0.58125,49.2944
0.5825,49.2944
0.58375,49.2944
0.585,49.2944
0.58625,49.2944
0.5875,49.2944
0.58875,49.2944
0.59,49.2944
0.59125,49.2944
0.5925,49.2944
0.59375,49.2944
0.595,70.8975
0.59625,70.8975
0.5975,70.8975
0.59875,70.8975
0.6,70.8975
0.60125,70.8975
0.6025,70.8975
0.60375,70.8975
0.605,70.8975
0.60625,70.8975
0.6075,70.8975
0.60875,70.8975
0.61,70.8975
0.61125,70.8975
0.6125,70.8975
0.61375,70.8975
0.615,70.8975
0.61625,70.8975
0.6175,70.8975
0.61875,70.8975
0.62,70.8975
0.62125,70.8975
0.6225,70.8975
0.62375,70.8975
0.625,70.8975
0.62625,70.8975
0.6275,70.8975
0.62875,70.8975
0.63,70.8975
0.63125,70.8975
0.6325,70.8975
0.63375,70.8975
0.635,70.8975
0.63625,70.8975
0.6375,70.8975
0.63875,70.8975
0.64,70.8975
0.64125,70.8975
0.6425,70.8975
0.64375,70.8975
0.645,79.9999
0.64625,79.9999
0.6475,79.9999
0.64875,79.9999
0.65,79.9999
0.65125,79.9999
0.6525,79.9999
0.65375,79.9999
0.655,79.9999
0.65625,79.9999
0.6575,79.9999
0.65875,79.9999
0.66,79.9999
0.66125,79.9999
0.6625,79.9999
0.66375,79.9999
0.665,79.9999
0.66625,79.9999
0.6675,79.9999
0.66875,79.9999
0.67,79.9999
0.67125,79.9999
0.6725,79.9999
0.67375,79.9999
0.675,79.9999
0.67625,79.9999
0.6775,79.9999
0.67875,79.9999
0.68,79.9999
0.68125,79.9999
0.6825,79.9999
0.68375,79.9999
0.685,79.9999
0.68625,79.9999
0.6875,79.9999
0.68875,79.9999
0.69,79.9999
0.69125,79.9999
0.6925,79.9999
0.69375,79.9999
0.695,106.18
0.69625,106.18
0.6975,106.18
0.69875,106.18
0.7,106.18
0.70125,106.18
0.7025,106.18
0.70375,106.18
0.705,106.18
0.70625,106.18
0.7075,106.18
0.70875,106.18
0.71,106.18
0.71125,106.18
0.7125,106.18
0.71375,106.18
0.715,106.18
0.71625,106.18
0.7175,106.18
0.71875,106.18
0.72,106.18
0.72125,106.18
0.7225,106.18
0.72375,106.18
0.725,106.18
0.72625,106.18
0.7275,106.18
0.72875,106.18
0.73,106.18
0.73125,106.18
0.7325,106.18
0.73375,106.18
0.735,106.18
0.73625,106.18
0.7375,106.18
0.73875,106.18
0.74,106.18
0.74125,106.18
0.7425,106.18
0.74375,106.18
0.745,119.842
0.74625,119.842
0.7475,119.842
0.74875,119.842
0.75,119.842
0.75125,119.842
0.7525,119.842
0.75375,119.842
0.755,119.842
0.75625,119.842
0.7575,119.842
0.75875,119.842
0.76,119.842
0.76125,119.842
0.7625,119.842
0.76375,119.842
0.765,119.842
0.76625,119.842
0.7675,119.842
0.76875,119.842
0.77,119.842
0.77125,119.842
0.7725,119.842
0.77375,119.842
0.775,119.842
0.77625,119.842
0.7775,119.842
0.77875,119.842
0.78,119.842
0.78125,119.842
0.7825,119.842
0.78375,119.842
0.785,119.842
0.78625,119.842
0.7875,119.842
0.78875,119.842
0.79,119.842
0.79125,119.842
0.7925,119.842
0.79375,119.842
0.795,147.193
0.79625,147.193
0.7975,147.193
0.79875,147.193
0.8,147.193
0.80125,147.193
0.8025,147.193
0.80375,147.193
0.805,147.193
0.80625,147.193
0.8075,147.193
0.80875,147.193
0.81,147.193
0.81125,147.193
0.8125,147.193
0.81375,147.193
0.815,147.193
0.81625,147.193
0.8175,147.193
0.81875,147.193
0.82,147.193
0.82125,147.193
0.8225,147.193
0.82375,147.193
0.825,147.193
0.82625,147.193
0.8275,147.193
0.82875,147.193
0.83,147.193
0.83125,147.193
0.8325,147.193
0.83375,147.193
0.835,147.193
0.83625,147.193
0.8375,147.193
0.83875,147.193
0.84,147.193
0.84125,147.193
0.8425,147.193
0.84375,147.193
0.845,159.737
0.84625,159.737
0.8475,159.737
0.84875,159.737
0.85,159.737
0.85125,159.737
0.8525,159.737
0.85375,159.737
0.855,159.737
0.85625,159.737
0.8575,159.737
0.85875,159.737
0.86,159.737
0.86125,159.737
0.8625,159.737
0.86375,159.737
0.865,159.737
0.86625,159.737
0.8675,159.737
0.86875,159.737
0.87,159.737
0.87125,159.737
0.8725,159.737
0.87375,159.737
0.875,159.737
0.87625,159.737
0.8775,159.737
0.87875,159.737
0.88,159.737
0.88125,159.737
0.8825,159.737
0.88375,159.737
0.885,159.737
0.88625,159.737
0.8875,159.737
0.88875,159.737
0.89,159.737
0.89125,159.737
0.8925,159.737
0.89375,159.737
0.895,198.53
0.89625,198.53
0.8975,198.53
0.89875,198.53
0.9,198.53
0.90125,198.53
0.9025,198.53
0.90375,198.53
0.905,198.53
0.90625,198.53
0.9075,198.53
0.90875,198.53
0.91,198.53
0.91125,198.53
0.9125,198.53
0.91375,198.53
0.915,198.53
0.91625,198.53
0.9175,198.53
0.91875,198.53
0.92,198.53
0.92125,198.53
0.9225,198.53
0.92375,198.53
0.925,198.53
0.92625,198.53
0.9275,198.53
0.92875,198.53
0.93,198.53
0.93125,198.53
0.9325,198.53
0.93375,198.53
0.935,198.53
0.93625,198.53
0.9375,198.53
0.93875,198.53
0.94,198.53
0.94125,198.53
0.9425,198.53
0.94375,198.53
0.945,216.804
0.94625,216.804
0.9475,216.804
0.94875,216.804
0.95,216.804
0.95125,216.804
0.9525,216.804
0.95375,216.804
0.955,216.804
0.95625,216.804
0.9575,216.804
0.95875,216.804
0.96,216.804
0.96125,216.804
0.9625,216.804
0.96375,216.804
0.965,216.804
0.96625,216.804
0.9675,216.804
0.96875,216.804
0.97,216.804
0.97125,216.804
0.9725,216.804
0.97375,216.804
0.975,216.804
0.97625,216.804
0.9775,216.804
0.97875,216.804
0.98,216.804
0.98125,216.804
0.9825,216.804
0.98375,216.804
0.985,216.804
0.98625,216.804
0.9875,216.804
0.98875,216.804
0.99,216.804
0.99125,216.804
0.9925,216.804
0.99375,216.804
0.995,270.535
0.99625,270.535
0.9975,270.535
0.99875,270.535
1,270.535
1.00125,270.535
1.0025,270.535
1.00375,270.535
1.005,270.535
1.00625,270.535
1.0075,270.535
1.00875,270.535
1.01,270.535
1.01125,270.535
1.0125,270.535
1.01375,270.535
1.015,270.535
1.01625,270.535
1.0175,270.535
1.01875,270.535
1.02,270.535
1.02125,270.535
1.0225,270.535
1.02375,270.535
1.025,270.535
1.02625,270.535
1.0275,270.535
1.02875,270.535
1.03,270.535
1.03125,270.535
1.0325,270.535
1.03375,270.535
1.035,270.535
1.03625,270.535
1.0375,270.535
1.03875,270.535
1.04,270.535
1.04125,270.535
1.0425,270.535
1.04375,270.535
1.045,296.862
1.04625,296.862
1.0475,296.862
1.04875,296.862
1.05,296.862
1.05125,296.862
1.0525,296.862
1.05375,296.862
1.055,296.862
1.05625,296.862
1.0575,296.862
1.05875,296.862
1.06,296.862
1.06125,296.862
1.0625,296.862
1.06375,296.862
1.065,296.862
1.06625,296.862
1.0675,296.862
1.06875,296.862
1.07,296.862
1.07125,296.862
1.0725,296.862
1.07375,296.862
1.075,296.862
1.07625,296.862
1.0775,296.862
1.07875,296.862
1.08,296.862
1.08125,296.862
1.0825,296.862
1.08375,296.862
1.085,296.862
1.08625,296.862
1.0875,296.862
1.08875,296.862
1.09,296.862
1.09125,296.862
1.0925,296.862
1.09375,296.862
1.095,361.047
1.09625,361.047
1.0975,361.047
1.09875,361.047
1.1,361.047
1.10125,361.047
1.1025,361.047
1.10375,361.047
1.105,361.047
1.10625,361.047
1.1075,361.047
1.10875,361.047
1.11,361.047
1.11125,361.047
1.1125,361.047
1.11375,361.047
1.115,361.047
1.11625,361.047
1.1175,361.047
1.11875,361.047
1.12,361.047
1.12125,361.047
1.1225,361.047
1.12375,361.047
1.125,361.047
1.12625,361.047
1.1275,361.047
1.12875,361.047
1.13,361.047
1.13125,361.047
1.1325,361.047
1.13375,361.047
1.135,361.047
1.13625,361.047
1.1375,361.047
1.13875,361.047
1.14,361.047
1.14125,361.047
1.1425,361.047
1.14375,361.047
1.145,393.183
1.14625,393.183
1.1475,393.183
1.14875,393.183
1.15,393.183
1.15125,393.183
1.1525,393.183
1.15375,393.183
1.155,393.183
1.15625,393.183
1.1575,393.183
1.15875,393.183
1.16,393.183
1.16125,393.183
1.1625,393.183
1.16375,393.183
1.165,393.183
1.16625,393.183
1.1675,393.183
1.16875,393.183
1.17,393.183
1.17125,393.183
1.1725,393.183
1.17375,393.183
1.175,393.183
1.17625,393.183
1.1775,393.183
1.17875,393.183
1.18,393.183
1.18125,393.183
1.1825,393.183
1.18375,393.183
1.185,393.183
1.18625,393.183
1.1875,393.183
1.18875,393.183
1.19,393.183
1.19125,393.183
1.1925,393.183
1.19375,393.183
1.195,456.397
1.19625,456.397
1.1975,456.397
1.19875,456.397
1.2,456.397
1.20125,456.397
1.2025,456.397
1.20375,456.397
1.205,456.397
1.20625,456.397
1.2075,456.397
1.20875,456.397
1.21,456.397
1.21125,456.397
1.2125,456.397
1.21375,456.397
1.215,456.397
1.21625,456.397
1.2175,456.397
1.21875,456.397
1.22,456.397
1.22125,456.397
1.2225,456.397
1.22375,456.397
1.225,456.397
1.22625,456.397
1.2275,456.397
1.22875,456.397
1.23,456.397
1.23125,456.397
1.2325,456.397
1.23375,456.397
1.235,456.397
1.23625,456.397
1.2375,456.397
1.23875,456.397
1.24,456.397
1.24125,456.397
1.2425,456.397
1.24375,456.397
1.245,487.475
1.24625,487.475
1.2475,487.475
1.24875,487.475
1.25,487.475
1.25125,487.475
1.2525,487.475
1.25375,487.475
1.255,487.475
1.25625,487.475
1.2575,487.475
1.25875,487.475
1.26,487.475
1.26125,487.475
1.2625,487.475
1.26375,487.475
1.265,487.475
1.26625,487.475
1.2675,487.475
1.26875,487.475
1.27,487.475
1.27125,487.475
1.2725,487.475
1.27375,487.475
1.275,487.475
1.27625,487.475
1.2775,487.475
1.27875,487.475
1.28,487.475
1.28125,487.475
1.2825,487.475
1.28375,487.475
1.285,487.475
1.28625,487.475
1.2875,487.475
1.28875,487.475
1.29,487.475
1.29125,487.475
1.2925,487.475
1.29375,487.475
1.295,543.944
1.29625,543.944
1.2975,543.944
1.29875,543.944
1.3,543.944
1.30125,543.944
1.3025,543.944
1.30375,543.944
1.305,543.944
1.30625,543.944
1.3075,543.944
1.30875,543.944
1.31,543.944
1.31125,543.944
1.3125,543.944
1.31375,543.944
1.315,543.944
1.31625,543.944
1.3175,543.944
1.31875,543.944
1.32,543.944
1.32125,543.944
1.3225,543.944
1.32375,543.944
1.325,543.944
1.32625,543.944
1.3275,543.944
1.32875,543.944
1.33,543.944
1.33125,543.944
1.3325,543.944
1.33375,543.944
1.335,543.944
1.33625,543.944
1.3375,543.944
1.33875,543.944
1.34,543.944
1.34125,543.944
1.3425,543.944
1.34375,543.944
1.345,571.641
1.34625,571.641
1.3475,571.641
1.34875,571.641
1.35,571.641
1.35125,571.641
1.3525,571.641
1.35375,571.641
1.355,571.641
1.35625,571.641
1.3575,571.641
1.35875,571.641
1.36,571.641
1.36125,571.641
1.3625,571.641
1.36375,571.641
1.365,571.641
1.36625,571.641
1.3675,571.641
1.36875,571.641
1.37,571.641
1.37125,571.641
1.3725,571.641
1.37375,571.641
1.375,571.641
1.37625,571.641
1.3775,571.641
1.37875,571.641
1.38,571.641
1.38125,571.641
1.3825,571.641
1.38375,571.641
1.385,571.641
1.38625,571.641
1.3875,571.641
1.38875,571.641
1.39,571.641
1.39125,571.641
1.3925,571.641
1.39375,571.641
1.395,627.097
1.39625,627.097
1.3975,627.097
1.39875,627.097
1.4,627.097
1.40125,627.097
1.4025,627.097
1.40375,627.097
1.405,627.097
1.40625,627.097
1.4075,627.097
1.40875,627.097
1.41,627.097
1.41125,627.097
1.4125,627.097
1.41375,627.097
1.415,627.097
1.41625,627.097
1.4175,627.097
1.41875,627.097
1.42,627.097
1.42125,627.097
1.4225,627.097
1.42375,627.097
1.425,627.097
1.42625,627.097
1.4275,627.097
1.42875,627.097
1.43,627.097
1.43125,627.097
1.4325,627.097
1.43375,627.097
1.435,627.097
1.43625,627.097
1.4375,627.097
1.43875,627.097
1.44,627.097
1.44125,627.097
1.4425,627.097
1.44375,627.097
1.445,653.702
1.44625,653.702
1.4475,653.702
1.44875,653.702
1.45,653.702
1.45125,653.702
1.4525,653.702
1.45375,653.702
1.455,653.702
1.45625,653.702
1.4575,653.702
1.45875,653.702
1.46,653.702
1.46125,653.702
1.4625,653.702
1.46375,653.702
1.465,653.702
1.46625,653.702
1.4675,653.702
1.46875,653.702
1.47,653.702
1.47125,653.702
1.4725,653.702
1.47375,653.702
1.475,653.702
1.47625,653.702
1.4775,653.702
1.47875,653.702
1.48,653.702
1.48125,653.702
1.4825,653.702
1.48375,653.702
1.485,653.702
1.48625,653.702
1.4875,653.702
1.48875,653.702
1.49,653.702
1.49125,653.702
1.4925,653.702
1.49375,653.702
1.495,705.811
1.49625,705.811
1.4975,705.811
1.49875,705.811
1.5,705.811
1.50125,705.811
1.5025,705.811
1.50375,705.811
1.505,705.811
1.50625,705.811
1.5075,705.811
1.50875,705.811
1.51,705.811
1.51125,705.811
1.5125,705.811
1.51375,705.811
1.515,705.811
1.51625,705.811
1.5175,705.811
1.51875,705.811
1.52,705.811
1.52125,705.811
1.5225,705.811
1.52375,705.811
1.525,705.811
1.52625,705.811
1.5275,705.811
1.52875,705.811
1.53,705.811
1.53125,705.811
1.5325,705.811
1.53375,705.811
1.535,705.811
1.53625,705.811
1.5375,705.811
1.53875,705.811
1.54,705.811
1.54125,705.811
1.5425,705.811
1.54375,705.811
1.545,731.323
1.54625,731.323
1.5475,731.323
1.54875,731.323
1.55,731.323
1.55125,731.323
1.5525,731.323
1.55375,731.323
1.555,731.323
1.55625,731.323
1.5575,731.323
1.55875,731.323
1.56,731.323
1.56125,731.323
1.5625,731.323
1.56375,731.323
1.565,731.323
1.56625,731.323
1.5675,731.323
1.56875,731.323
1.57,731.323
1.57125,731.323
1.5725,731.323
1.57375,731.323
1.575,731.323
1.57625,731.323
1.5775,731.323
1.57875,731.323
1.58,731.323
1.58125,731.323
1.5825,731.323
1.58375,731.323
1.585,731.323
1.58625,731.323
1.5875,731.323
1.58875,731.323
1.59,731.323
1.59125,731.323
1.5925,731.323
1.59375,731.323
1.595,781.23
1.59625,781.23
1.5975,781.23
1.59875,781.23
1.6,781.23
1.60125,781.23
1.6025,781.23
1.60375,781.23
1.605,781.23
1.60625,781.23
1.6075,781.23
1.60875,781.23
1.61,781.23
1.61125,781.23
1.6125,781.23
1.61375,781.23
1.615,781.23
1.61625,781.23
1.6175,781.23
1.61875,781.23
1.62,781.23
1.62125,781.23
1.6225,781.23
1.62375,781.23
1.625,781.23
1.62625,781.23
1.6275,781.23
1.62875,781.23
1.63,781.23
1.63125,781.23
1.6325,781.23
1.63375,781.23
1.635,781.23
1.63625,781.23
1.6375,781.23
1.63875,781.23
1.64,781.23
1.64125,781.23
1.6425,781.23
1.64375,781.23
1.645,805.634
1.64625,805.634
1.6475,805.634
1.64875,805.634
1.65,805.634
1.65125,805.634
1.6525,805.634
1.65375,805.634
1.655,805.634
1.65625,805.634
1.6575,805.634
1.65875,805.634
1.66,805.634
1.66125,805.634
1.6625,805.634
1.66375,805.634
1.665,805.634
1.66625,805.634
1.6675,805.634
1.66875,805.634
1.67,805.634
1.67125,805.634
1.6725,805.634
1.67375,805.634
1.675,805.634
1.67625,805.634
1.6775,805.634
1.67875,805.634
1.68,805.634
1.68125,805.634
1.6825,805.634
1.68375,805.634
1.685,805.634
1.68625,805.634
1.6875,805.634
1.68875,805.634
1.69,805.634
1.69125,805.634
1.6925,805.634
1.69375,805.634
1.695,856.815
1.69625,856.815
1.6975,856.815
1.69875,856.815
1.7,856.815
1.70125,856.815
1.7025,856.815
1.70375,856.815
1.705,856.815
1.70625,856.815
1.7075,856.815
1.70875,856.815
1.71,856.815
1.71125,856.815
1.7125,856.815
1.71375,856.815
1.715,856.815
1.71625,856.815
1.7175,856.815
1.71875,856.815
1.72,856.815
1.72125,856.815
1.7225,856.815
1.72375,856.815
1.725,856.815
1.72625,856.815
1.7275,856.815
1.72875,856.815
1.73,856.815
1.73125,856.815
1.7325,856.815
1.73375,856.815
1.735,856.815
1.73625,856.815
1.7375,856.815
1.73875,856.815
1.74,856.815
1.74125,856.815
1.7425,856.815
1.74375,856.815
1.745,881.27
1.74625,881.27
1.7475,881.27
1.74875,881.27
1.75,881.27
1.75125,881.27
1.7525,881.27
1.75375,881.27
1.755,881.27
1.75625,881.27
1.7575,881.27
1.75875,881.27
1.76,881.27
1.76125,881.27
1.7625,881.27
1.76375,881.27
1.765,881.27
1.76625,881.27
1.7675,881.27
1.76875,881.27
1.77,881.27
1.77125,881.27
1.7725,881.27
1.77375,881.27
1.775,881.27
1.77625,881.27
1.7775,881.27
1.77875,881.27
1.78,881.27
1.78125,881.27
1.7825,881.27
1.78375,881.27
1.785,881.27
1.78625,881.27
1.7875,881.27
1.78875,881.27
1.79,881.27
1.79125,881.27
1.7925,881.27
1.79375,881.27
1.795,930.232
1.79625,930.232
1.7975,930.232
1.79875,930.232
1.8,930.232
1.80125,930.232
1.8025,930.232
1.80375,930.232
1.805,930.232
1.80625,930.232
1.8075,930.232
1.80875,930.232
1.81,930.232
1.81125,930.232
1.8125,930.232
1.81375,930.232
1.815,930.232
1.81625,930.232
1.8175,930.232
1.81875,930.232
1.82,930.232
1.82125,930.232
1.8225,930.232
1.82375,930.232
1.825,930.232
1.82625,930.232
1.8275,930.232
1.82875,930.232
1.83,930.232
1.83125,930.232
1.8325,930.232
1.83375,930.232
1.835,930.232
1.83625,930.232
1.8375,930.232
1.83875,930.232
1.84,930.232
1.84125,930.232
1.8425,930.232
1.84375,930.232
1.845,954.748
1.84625,954.748
1.8475,954.748
1.84875,954.748
1.85,954.748
1.85125,954.748
1.8525,954.748
1.85375,954.748
1.855,954.748
1.85625,954.748
1.8575,954.748
1.85875,954.748
1.86,954.748
1.86125,954.748
1.8625,954.748
1.86375,954.748
1.865,954.748
1.86625,954.748
1.8675,954.748
1.86875,954.748
1.87,954.748
1.87125,954.748
1.8725,954.748
1.87375,954.748
1.875,954.748
1.87625,954.748
1.8775,954.748
1.87875,954.748
1.88,954.748
1.88125,954.748
1.8825,954.748
1.88375,954.748
1.885,954.748
1.88625,954.748
1.8875,954.748
1.88875,954.748
1.89,954.748
1.89125,954.748
1.8925,954.748
1.89375,954.748
1.895,1001.48
1.89625,1001.48
1.8975,1001.48
1.89875,1001.48
1.9,1001.48
1.90125,1001.48
1.9025,1001.48
1.90375,1001.48
1.905,1001.48
1.90625,1001.48
1.9075,1001.48
1.90875,1001.48
1.91,1001.48
1.91125,1001.48
1.9125,1001.48
1.91375,1001.48
1.915,1001.48
1.91625,1001.48
1.9175,1001.48
1.91875,1001.48
1.92,1001.48
1.92125,1001.48
